"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
26.7711432722185,-0.00625707523857665,0.182836498854391,1,1,"FBti0215203"
25.4550473602283,0.0291532548632205,0.191197395669462,1,1,"FBgn0039099"
272.7843417971,0.0105312324705054,0.104597491365532,1,1,"FBgn0038686"
60.6056258464883,0.0130456934459995,0.220180002039332,1,1,"FBti0019405"
7.7955574550501,-0.0529301305756083,0.25760330638864,0.927059942687587,NA,"FBgn0039655"
12.7504470425853,0.0165368941531442,0.211668334580142,1,1,"FBgn0260386"
5.5547390275055,-0.00840675569630756,0.23360217514535,1,NA,"FBgn0039704"
210.839103469284,-0.0877565660355641,0.1502610607315,1,1,"FBgn0037949"
6.35794885902181,0.0329325327894632,0.247288010762988,1,NA,"FBgn0039594"
266.281715505352,-0.0209875549461078,0.105453825688032,1,1,"FBgn0260935"
64.6641513448573,0.0557232913088853,0.169601065064269,1,1,"FBgn0037920"
184.591846395245,0.0930956132087026,0.155686113915444,1,1,"FBgn0260940"
157.808471683475,0.00747977509369144,0.116638355056727,1,1,"FBgn0039269"
384.750133608757,0.111018235389884,0.140514302035386,1,1,"FBgn0037746"
610.63060230506,0.0149729619005384,0.0867643306528186,1,1,"FBgn0039712"
99.714688071308,-0.00749155674868409,0.134092139140648,1,1,"FBgn0039337"
